year,c1,c2,c3,c4,iso_country,c5,c6,c7,c8,c9,c10,c11
1992,Barcelona,Canoe Slalom,Outdoors Sports,CZE,CZE,Czech Republic,Europe,Men,Double,C-2 (Canoe Double),Silver,summer
1992,Barcelona,Canoe Slalom,Outdoors Sports,ITA,ITA,Italy,Europe,Men,Single,K-1 (Kayak Single),Gold,summer
1992,Barcelona,Canoe Slalom,Outdoors Sports,FRA,FRA,France,Europe,Men,Single,K-1 (Kayak Single),Silver,summer
1992,Barcelona,Canoe Slalom,Outdoors Sports,GER,DEU,Germany,Europe,Women,Single,K-1 (Kayak Single),Gold,summer
1992,Barcelona,Canoe Slalom,Outdoors Sports,AUS,AUS,Australia,Oceania,Women,Single,K-1 (Kayak Single),Silver,summer
1992,Barcelona,Cycling Road,Outdoors Sports,ITA,ITA,Italy,Europe,Men,Single,Individual Road Race,Gold,summer
1992,Barcelona,Cycling Road,Outdoors Sports,NED,NLD,Netherlands,Europe,Men,Single,Individual Road Race,Silver,summer
1992,Barcelona,Cycling Road,Outdoors Sports,AUS,AUS,Australia,Oceania,Women,Single,Individual Road Race,Gold,summer
1992,Barcelona,Cycling Road,Outdoors Sports,FRA,FRA,France,Europe,Women,Single,Individual Road Race,Silver,summer
1992,Barcelona,Cycling Road,Outdoors Sports,GER,DEU,Germany,Europe,Men,Team,Team Time Trial,Gold,summer
1992,Barcelona,Cycling Road,Outdoors Sports,ITA,ITA,Italy,Europe,Men,Team,Team Time Trial,Silver,summer
1992,Barcelona,Cycling Track,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Single,1KM Time Trial,Gold,summer
1992,Barcelona,Cycling Track,Outdoors Sports,AUS,AUS,Australia,Oceania,Men,Single,1KM Time Trial,Silver,summer
1992,Barcelona,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,Individual Pursuit,Gold,summer
1992,Barcelona,Cycling Track,Outdoors Sports,GER,DEU,Germany,Europe,Men,Single,Individual Pursuit,Silver,summer
1992,Barcelona,Cycling Track,Outdoors Sports,GER,DEU,Germany,Europe,Women,Single,Individual Pursuit,Gold,summer
1992,Barcelona,Cycling Track,Outdoors Sports,AUS,AUS,Australia,Oceania,Women,Single,Individual Pursuit,Silver,summer
1992,Barcelona,Cycling Track,Outdoors Sports,ITA,ITA,Italy,Europe,Men,Single,Points Race,Gold,summer
1992,Barcelona,Cycling Track,Outdoors Sports,NED,NLD,Netherlands,Europe,Men,Single,Points Race,Silver,summer
1992,Barcelona,Cycling Track,Outdoors Sports,EST,EST,Estonia,Europe,Women,Single,Sprint,Gold,summer
1992,Barcelona,Cycling Track,Outdoors Sports,GER,DEU,Germany,Europe,Women,Single,Sprint,Silver,summer
1992,Barcelona,Cycling Track,Outdoors Sports,GER,DEU,Germany,Europe,Men,Single,Sprint,Gold,summer
1992,Barcelona,Cycling Track,Outdoors Sports,AUS,AUS,Australia,Oceania,Men,Single,Sprint,Silver,summer
1992,Barcelona,Cycling Track,Outdoors Sports,GER,DEU,Germany,Europe,Men,Team,Team Pursuit,Gold,summer
1992,Barcelona,Cycling Track,Outdoors Sports,AUS,AUS,Australia,Oceania,Men,Team,Team Pursuit,Silver,summer
1992,Barcelona,Dressage,Individual Sports,GER,DEU,Germany,Europe,Mixed,Single,Individual,Gold,summer
1992,Barcelona,Dressage,Individual Sports,GER,DEU,Germany,Europe,Mixed,Single,Individual,Silver,summer
1992,Barcelona,Dressage,Individual Sports,GER,DEU,Germany,Europe,Mixed,Team,Team,Gold,summer
1992,Barcelona,Dressage,Individual Sports,NED,NLD,Netherlands,Europe,Mixed,Team,Team,Silver,summer
1992,Barcelona,Eventing,Individual Sports,AUS,AUS,Australia,Oceania,Mixed,Single,Individual,Gold,summer
1992,Barcelona,Eventing,Individual Sports,GER,DEU,Germany,Europe,Mixed,Single,Individual,Silver,summer
1992,Barcelona,Eventing,Individual Sports,AUS,AUS,Australia,Oceania,Mixed,Team,Team,Gold,summer
1992,Barcelona,Eventing,Individual Sports,NZL,NZL,New Zealand,Oceania,Mixed,Team,Team,Silver,summer
1992,Barcelona,Jumping,Individual Sports,GER,DEU,Germany,Europe,Mixed,Single,Individual,Gold,summer
1992,Barcelona,Jumping,Individual Sports,NED,NLD,Netherlands,Europe,Mixed,Single,Individual,Silver,summer
1992,Barcelona,Jumping,Individual Sports,NED,NLD,Netherlands,Europe,Mixed,Team,Team,Gold,summer
1992,Barcelona,Jumping,Individual Sports,AUT,AUT,Austria,Europe,Mixed,Team,Team,Silver,summer
1992,Barcelona,Fencing,Shooting and Swords,FRA,FRA,France,Europe,Men,Single,Epee Individual,Gold,summer
1992,Barcelona,Fencing,Shooting and Swords,EUN,EUN,Unified Team,noregion,Men,Single,Epee Individual,Silver,summer
1992,Barcelona,Fencing,Shooting and Swords,GER,DEU,Germany,Europe,Men,Team,Epee Team,Gold,summer
1992,Barcelona,Fencing,Shooting and Swords,HUN,HUN,Hungary,Europe,Men,Team,Epee Team,Silver,summer
1992,Barcelona,Fencing,Shooting and Swords,FRA,FRA,France,Europe,Men,Single,Foil Individual,Gold,summer
1992,Barcelona,Fencing,Shooting and Swords,EUN,EUN,Unified Team,noregion,Men,Single,Foil Individual,Silver,summer
1992,Barcelona,Fencing,Shooting and Swords,ITA,ITA,Italy,Europe,Women,Single,Foil Individual,Gold,summer
1992,Barcelona,Fencing,Shooting and Swords,CHN,CHN,China,Asia,Women,Single,Foil Individual,Silver,summer
1992,Barcelona,Fencing,Shooting and Swords,GER,DEU,Germany,Europe,Men,Team,Foil Team,Gold,summer
1992,Barcelona,Fencing,Shooting and Swords,CUB,CUB,Cuba,Americas,Men,Team,Foil Team,Silver,summer
1992,Barcelona,Fencing,Shooting and Swords,ITA,ITA,Italy,Europe,Women,Team,Foil Team,Gold,summer
1992,Barcelona,Fencing,Shooting and Swords,GER,DEU,Germany,Europe,Women,Team,Foil Team,Silver,summer
1992,Barcelona,Fencing,Shooting and Swords,HUN,HUN,Hungary,Europe,Men,Single,Sabre Individual,Gold,summer
1992,Barcelona,Fencing,Shooting and Swords,ITA,ITA,Italy,Europe,Men,Single,Sabre Individual,Silver,summer
1992,Barcelona,Fencing,Shooting and Swords,EUN,EUN,Unified Team,noregion,Men,Team,Sabre Team,Gold,summer
1992,Barcelona,Fencing,Shooting and Swords,HUN,HUN,Hungary,Europe,Men,Team,Sabre Team,Silver,summer
1992,Barcelona,Football,Team Sports,ESP,ESP,Spain,Europe,Men,Team,Football,Gold,summer
1992,Barcelona,Football,Team Sports,POL,POL,Poland,Europe,Men,Team,Football,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Women,Single,Balance Beam,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,CHN,CHN,China,Asia,Women,Single,Balance Beam,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,USA,USA,USA,Americas,Women,Single,Balance Beam,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,CHN,CHN,China,Asia,Men,Single,Floor Exercises,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,JPN,JPN,Japan,Asia,Men,Single,Floor Exercises,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Floor Exercises,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,ROU,ROU,Romania,Europe,Women,Single,Floor Exercises,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,HUN,HUN,Hungary,Europe,Women,Single,Floor Exercises,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,USA,USA,USA,Americas,Men,Single,Horizontal Bar,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Horizontal Bar,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,GER,DEU,Germany,Europe,Men,Single,Horizontal Bar,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Individual All-Around,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Individual All-Around,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Women,Single,Individual All-Around,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,USA,USA,USA,Americas,Women,Single,Individual All-Around,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Parallel Bars,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,CHN,CHN,China,Asia,Men,Single,Parallel Bars,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,PRK,PRK,North Korea,Asia,Men,Single,Pommel Horse,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Pommel Horse,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Rings,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,CHN,CHN,China,Asia,Men,Single,Rings,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Team,Team Competition,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,CHN,CHN,China,Asia,Men,Team,Team Competition,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Women,Team,Team Competition,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,ROU,ROU,Romania,Europe,Women,Team,Team Competition,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,CHN,CHN,China,Asia,Women,Single,Uneven Bars,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Women,Single,Uneven Bars,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Vault,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Men,Single,Vault,Silver,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,ROU,ROU,Romania,Europe,Women,Single,Vault,Gold,summer
1992,Barcelona,Artistic Gymnastics,Gymnastics,HUN,HUN,Hungary,Europe,Women,Single,Vault,Gold,summer
1992,Barcelona,Rhythmic Gymnastics,Gymnastics,EUN,EUN,Unified Team,noregion,Women,Single,Individual All-Around,Gold,summer
1992,Barcelona,Rhythmic Gymnastics,Gymnastics,ESP,ESP,Spain,Europe,Women,Single,Individual All-Around,Silver,summer
1992,Barcelona,Handball,Team Sports,EUN,EUN,Unified Team,noregion,Men,Team,Handball,Gold,summer
1992,Barcelona,Handball,Team Sports,SWE,SWE,Sweden,Europe,Men,Team,Handball,Silver,summer
1992,Barcelona,Handball,Team Sports,KOR,KOR,South Korea,Asia,Women,Team,Handball,Gold,summer
1992,Barcelona,Handball,Team Sports,NOR,NOR,Norway,Europe,Women,Team,Handball,Silver,summer
1992,Barcelona,Field Hockey,Team Sports,GER,DEU,Germany,Europe,Men,Team,Field Hockey,Gold,summer
1992,Barcelona,Field Hockey,Team Sports,AUS,AUS,Australia,Oceania,Men,Team,Field Hockey,Silver,summer
1992,Barcelona,Field Hockey,Team Sports,ESP,ESP,Spain,Europe,Women,Team,Field Hockey,Gold,summer
1992,Barcelona,Field Hockey,Team Sports,GER,DEU,Germany,Europe,Women,Team,Field Hockey,Silver,summer
1992,Barcelona,Judo,Martial Arts,FRA,FRA,France,Europe,Women,Single,- 48KG (Extra-Lightweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,JPN,JPN,Japan,Asia,Women,Single,- 48KG (Extra-Lightweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,EUN,EUN,Unified Team,noregion,Men,Single,- 60 KG,Gold,summer
1992,Barcelona,Judo,Martial Arts,KOR,KOR,South Korea,Asia,Men,Single,- 60 KG,Silver,summer
1992,Barcelona,Judo,Martial Arts,CHN,CHN,China,Asia,Women,Single,72+ KG (Heavyweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,CUB,CUB,Cuba,Americas,Women,Single,72+ KG (Heavyweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,EUN,EUN,Unified Team,noregion,Men,Single,95+ KG (Heavyweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,JPN,JPN,Japan,Asia,Men,Single,95+ KG (Heavyweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,ESP,ESP,Spain,Europe,Women,Single,48 - 52KG (Half-Lightweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,JPN,JPN,Japan,Asia,Women,Single,48 - 52KG (Half-Lightweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,ESP,ESP,Spain,Europe,Women,Single,52 - 56KG (Lightweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,GBR,GBR,UK,Europe,Women,Single,52 - 56KG (Lightweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,FRA,FRA,France,Europe,Women,Single,56 - 61KG (Half-Middleweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,ISR,ISR,Israel,Asia,Women,Single,56 - 61KG (Half-Middleweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,BRA,BRA,Brazil,Americas,Men,Single,60 - 65KG (Half-Lightweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,HUN,HUN,Hungary,Europe,Men,Single,60 - 65KG (Half-Lightweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,CUB,CUB,Cuba,Americas,Women,Single,61 - 66KG (Middleweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,ITA,ITA,Italy,Europe,Women,Single,61 - 66KG (Middleweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,JPN,JPN,Japan,Asia,Men,Single,65 - 71KG (Lightweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,HUN,HUN,Hungary,Europe,Men,Single,65 - 71KG (Lightweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,KOR,KOR,South Korea,Asia,Women,Single,66 - 72KG (Half-Heavyweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,JPN,JPN,Japan,Asia,Women,Single,66 - 72KG (Half-Heavyweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,JPN,JPN,Japan,Asia,Men,Single,71 - 78KG (Half-Middleweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,USA,USA,USA,Americas,Men,Single,71 - 78KG (Half-Middleweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,POL,POL,Poland,Europe,Men,Single,78 - 86KG (Middleweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,FRA,FRA,France,Europe,Men,Single,78 - 86KG (Middleweight),Silver,summer
1992,Barcelona,Judo,Martial Arts,HUN,HUN,Hungary,Europe,Men,Single,86 - 95KG (Half-Heavyweight),Gold,summer
1992,Barcelona,Judo,Martial Arts,GBR,GBR,UK,Europe,Men,Single,86 - 95KG (Half-Heavyweight),Silver,summer
1992,Barcelona,Modern Pentathlon,Outdoors Sports,POL,POL,Poland,Europe,Men,Single,Individual Competition,Gold,summer
1992,Barcelona,Modern Pentathlon,Outdoors Sports,HUN,HUN,Hungary,Europe,Men,Single,Individual Competition,Silver,summer
1992,Barcelona,Modern Pentathlon,Outdoors Sports,POL,POL,Poland,Europe,Men,Team,Team Competition,Gold,summer
1992,Barcelona,Modern Pentathlon,Outdoors Sports,EUN,EUN,Unified Team,noregion,Men,Team,Team Competition,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,CAN,CAN,Canada,Americas,Women,Team,Four Without Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,USA,USA,USA,Americas,Women,Team,Four Without Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,GBR,GBR,UK,Europe,Men,Double,Pair Without Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,GER,DEU,Germany,Europe,Men,Double,Pair Without Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,AUS,AUS,Australia,Oceania,Men,Double,Double Sculls,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,AUT,AUT,Austria,Europe,Men,Double,Double Sculls,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,GER,DEU,Germany,Europe,Women,Double,Double Sculls,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,ROU,ROU,Romania,Europe,Women,Double,Double Sculls,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,CAN,CAN,Canada,Americas,Men,Team,Eight With Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,ROU,ROU,Romania,Europe,Men,Team,Eight With Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,CAN,CAN,Canada,Americas,Women,Team,Eight With Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,ROU,ROU,Romania,Europe,Women,Team,Eight With Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,AUS,AUS,Australia,Oceania,Men,Team,Four Without Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,USA,USA,USA,Americas,Men,Team,Four Without Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,ROU,ROU,Romania,Europe,Men,Team,Four-Oared Shell With Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,GER,DEU,Germany,Europe,Men,Team,Four-Oared Shell With Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,CAN,CAN,Canada,Americas,Women,Double,Pair Without Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,GER,DEU,Germany,Europe,Women,Double,Pair Without Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,GBR,GBR,UK,Europe,Men,Double,Pair-Oared Shell With Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,ITA,ITA,Italy,Europe,Men,Double,Pair-Oared Shell With Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,GER,DEU,Germany,Europe,Men,Team,Quadruple Sculls Without Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,NOR,NOR,Norway,Europe,Men,Team,Quadruple Sculls Without Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,GER,DEU,Germany,Europe,Women,Team,Quadruple Sculls Without Coxswain,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,ROU,ROU,Romania,Europe,Women,Team,Quadruple Sculls Without Coxswain,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,GER,DEU,Germany,Europe,Men,Single,Single Sculls,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,CZE,CZE,Czech Republic,Europe,Men,Single,Single Sculls,Silver,summer
1992,Barcelona,Rowing,Outdoors Sports,ROU,ROU,Romania,Europe,Women,Single,Single Sculls,Gold,summer
1992,Barcelona,Rowing,Outdoors Sports,BEL,BEL,Belgium,Europe,Women,Single,Single Sculls,Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Double,470 - Two Person Dinghy,Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,USA,USA,USA,Americas,Men,Double,470 - Two Person Dinghy,Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,ESP,ESP,Spain,Europe,Women,Double,470 - Two Person Dinghy,Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,NZL,NZL,New Zealand,Oceania,Women,Double,470 - Two Person Dinghy,Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,FRA,FRA,France,Europe,Men,Single,Board (Lechner),Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,USA,USA,USA,Americas,Men,Single,Board (Lechner),Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,NZL,NZL,New Zealand,Oceania,Women,Single,Board (Lechner),Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,CHN,CHN,China,Asia,Women,Single,Board (Lechner),Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,DEN,DNK,Denmark,Europe,Men,Team,Fleet/Match Race Keelboat Open (Soling),Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,USA,USA,USA,Americas,Men,Team,Fleet/Match Race Keelboat Open (Soling),Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Double,Flying Dutchman,Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,USA,USA,USA,Americas,Men,Double,Flying Dutchman,Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,NOR,NOR,Norway,Europe,Women,Single,Europe - One Person Dinghy,Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,ESP,ESP,Spain,Europe,Women,Single,Europe - One Person Dinghy,Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Single,Finn - One Person Dinghy,Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,USA,USA,USA,Americas,Men,Single,Finn - One Person Dinghy,Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,FRA,FRA,France,Europe,Men,Double,Tornado - Multihull,Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,USA,USA,USA,Americas,Men,Double,Tornado - Multihull,Silver,summer
1992,Barcelona,Sailing,Outdoors Sports,USA,USA,USA,Americas,Men,Double,Star - Keelboat,Gold,summer
1992,Barcelona,Sailing,Outdoors Sports,NZL,NZL,New Zealand,Oceania,Men,Double,Star - Keelboat,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,EUN,EUN,Unified Team,noregion,Women,Single,10M Air Pistol,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,IOP,IOP,Independent Olympic Participants,noregion,Women,Single,10M Air Pistol,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,CHN,CHN,China,Asia,Men,Single,10M Air Pistol,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,EUN,EUN,Unified Team,noregion,Men,Single,10M Air Pistol,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,KOR,KOR,South Korea,Asia,Women,Single,10M Air Rifle,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,BUL,BGR,Bulgaria,Europe,Women,Single,10M Air Rifle,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,EUN,EUN,Unified Team,noregion,Men,Single,10M Air Rifle,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,FRA,FRA,France,Europe,Men,Single,10M Air Rifle,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,EUN,EUN,Unified Team,noregion,Women,Single,25M Pistol,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,CHN,CHN,China,Asia,Women,Single,25M Pistol,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,GER,DEU,Germany,Europe,Men,Single,25M Rapid Fire Pistol,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,LAT,LVA,Latvia,Europe,Men,Single,25M Rapid Fire Pistol,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,EUN,EUN,Unified Team,noregion,Men,Single,50M Pistol,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,CHN,CHN,China,Asia,Men,Single,50M Pistol,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,USA,USA,USA,Americas,Women,Single,50M Rifle 3 Positions,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,BUL,BGR,Bulgaria,Europe,Women,Single,50M Rifle 3 Positions,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,EUN,EUN,Unified Team,noregion,Men,Single,50M Rifle 3 Positions,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,USA,USA,USA,Americas,Men,Single,50M Rifle 3 Positions,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,KOR,KOR,South Korea,Asia,Men,Single,50M Rifle Prone,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,NOR,NOR,Norway,Europe,Men,Single,50M Rifle Prone,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,GER,DEU,Germany,Europe,Men,Single,50M Running Target,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,EUN,EUN,Unified Team,noregion,Men,Single,50M Running Target,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,PER,PER,Peru,Americas,Men,Single,Skeet,Silver,summer
1992,Barcelona,Shooting,Shooting and Swords,CHN,CHN,China,Asia,Women,Single,Skeet,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,CZE,CZE,Czech Republic,Europe,Men,Single,Trap,Gold,summer
1992,Barcelona,Shooting,Shooting and Swords,JPN,JPN,Japan,Asia,Men,Single,Trap,Silver,summer
1992,Barcelona,Table Tennis,Individual Sports,CHN,CHN,China,Asia,Men,Double,Doubles,Gold,summer
1992,Barcelona,Table Tennis,Individual Sports,GER,DEU,Germany,Europe,Men,Double,Doubles,Silver,summer
1992,Barcelona,Table Tennis,Individual Sports,CHN,CHN,China,Asia,Women,Double,Doubles,Gold,summer
1992,Barcelona,Table Tennis,Individual Sports,CHN,CHN,China,Asia,Women,Double,Doubles,Silver,summer
1992,Barcelona,Table Tennis,Individual Sports,SWE,SWE,Sweden,Europe,Men,Single,Singles,Gold,summer
1992,Barcelona,Table Tennis,Individual Sports,FRA,FRA,France,Europe,Men,Single,Singles,Silver,summer
1992,Barcelona,Table Tennis,Individual Sports,CHN,CHN,China,Asia,Women,Single,Singles,Gold,summer
1992,Barcelona,Table Tennis,Individual Sports,CHN,CHN,China,Asia,Women,Single,Singles,Silver,summer
1992,Barcelona,Tennis,Individual Sports,GER,DEU,Germany,Europe,Men,Double,Doubles,Gold,summer
1992,Barcelona,Tennis,Individual Sports,RSA,ZAF,South Africa,Africa,Men,Double,Doubles,Silver,summer
1992,Barcelona,Tennis,Individual Sports,USA,USA,USA,Americas,Women,Double,Doubles,Gold,summer
1992,Barcelona,Tennis,Individual Sports,ESP,ESP,Spain,Europe,Women,Double,Doubles,Silver,summer
1992,Barcelona,Tennis,Individual Sports,SUI,CHE,Switzerland,Europe,Men,Single,Singles,Gold,summer
1992,Barcelona,Tennis,Individual Sports,ESP,ESP,Spain,Europe,Men,Single,Singles,Silver,summer
1992,Barcelona,Tennis,Individual Sports,USA,USA,USA,Americas,Women,Single,Singles,Gold,summer
1992,Barcelona,Tennis,Individual Sports,GER,DEU,Germany,Europe,Women,Single,Singles,Silver,summer
1992,Barcelona,Volleyball,Team Sports,BRA,BRA,Brazil,Americas,Men,Team,Volleyball,Gold,summer
1992,Barcelona,Volleyball,Team Sports,NED,NLD,Netherlands,Europe,Men,Team,Volleyball,Silver,summer
1992,Barcelona,Volleyball,Team Sports,CUB,CUB,Cuba,Americas,Women,Team,Volleyball,Gold,summer
1992,Barcelona,Volleyball,Team Sports,EUN,EUN,Unified Team,noregion,Women,Team,Volleyball,Silver,summer
1992,Barcelona,Weightlifting,Individual Sports,BUL,BGR,Bulgaria,Europe,Men,Single,"- 52KG, Total (Flyweight)",Gold,summer
1992,Barcelona,Weightlifting,Individual Sports,CHN,CHN,China,Asia,Men,Single,"- 52KG, Total (Flyweight)",Silver,summer
1992,Barcelona,Weightlifting,Individual Sports,KOR,KOR,South Korea,Asia,Men,Single,"- 56KG, Total (Bantamweight)",Gold,summer
1992,Barcelona,Weightlifting,Individual Sports,CHN,CHN,China,Asia,Men,Single,"- 56KG, Total (Bantamweight)",Silver,summer
1992,Barcelona,Weightlifting,Individual Sports,EUN,EUN,Unified Team,noregion,Men,Single,"110+ KG, Total (Super Heavyweight)",Gold,summer
